date,page,page_key,clicks,impressions,query,position,ctr,sessions,users,engaged_sessions,conversions,revenue,purchases,add_to_carts,checkouts,engagement_rate,average_session_duration,page_type,keyword_intent
2026-07-07,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 006,4.0,0.0,2.02,0.9299999999999999,0.0,0.82,0.0,0.0,0.0,0.0,0.0,5.758941500000001,Demo Category 01,Uncategorized
2026-07-07,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,3.1500000000000004,demo search query 004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-07,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 006,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-08,https://demo.example.com/,/,314.94,2783.55,demo search query 033,3.003394945303659,0.11314328824702267,1111.0,806.31,634.8399999999999,889.6999999999999,19241.219967600002,6.72,75.24,767.55,0.4890909090909091,117.49919101454547,Demo Category 01,Transactional
2026-07-08,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 005,8.0,0.0,9.09,2.79,5.8999999999999995,8.2,0.0,0.0,0.76,5.949999999999999,0.5555555555555556,106.24015666666664,Demo Category 01,Uncategorized
2026-07-08,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,2.1,demo search query 005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-09,https://demo.example.com/,/,298.41,2646.0,demo search query 034,2.986507936507937,0.11277777777777778,1025.15,771.9,639.56,805.2399999999999,17867.315996399997,5.88,63.84,681.87,0.5339901477832513,135.14615714778324,Demo Category 01,Transactional
2026-07-09,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,3.1500000000000004,demo search query 005,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-09,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 004,4.0,0.0,8.08,0.9299999999999999,3.54,6.56,0.0,0.0,0.76,7.14,0.375,47.93471675,Demo Category 01,Uncategorized
2026-07-09,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,2.1,demo search query 035,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-09,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,2.1,demo search query 036,30.0,0.0,2.02,0.0,1.18,1.64,0.0,0.0,0.0,1.19,0.5,9.5717565,Demo Category 01,Uncategorized
2026-07-10,https://demo.example.com/,/,219.24,2438.1,demo search query 037,2.810938845822567,0.08992248062015505,1037.27,747.7199999999999,586.4599999999999,824.92,20854.043961599997,6.72,57.76,673.54,0.483933787731256,117.91904233203503,Demo Category 01,Transactional
2026-07-10,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,3.1500000000000004,demo search query 005,7.333333333333333,0.0,5.05,0.0,3.54,4.1,0.0,0.0,0.76,1.19,0.6,127.79581720000002,Demo Category 01,Uncategorized
2026-07-10,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 005,7.0,0.0,5.05,1.8599999999999999,1.18,3.28,0.0,0.0,0.0,1.19,0.2,5.6387548,Demo Category 01,Uncategorized
2026-07-11,https://demo.example.com/,/,231.42,2533.65,demo search query 038,2.6493990882718608,0.09133858267716534,1011.01,744.0,598.26,811.8,44401.2600756,13.44,75.24,833.0,0.5064935064935064,121.84118448951048,Demo Category 01,Transactional
2026-07-11,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 005,10.0,0.0,4.04,0.0,2.36,4.1,0.0,0.0,0.0,3.57,0.5,51.89152775,Demo Category 01,Uncategorized
2026-07-11,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 005,6.0,0.0,8.08,1.8599999999999999,5.8999999999999995,5.739999999999999,0.0,0.0,1.52,3.57,0.625,34.721188999999995,Demo Category 01,Uncategorized
2026-07-12,https://demo.example.com/,/,225.33,2574.6,demo search query 039,2.947797716150081,0.08752039151712888,962.53,713.31,540.4399999999999,800.3199999999999,21405.600082799996,7.56,70.68,697.3399999999999,0.4805876180482686,97.67816633892969,Demo Category 01,Transactional
2026-07-12,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,4.2,demo search query 008,1.0,0.0,5.05,0.0,1.18,4.92,0.0,0.0,0.0,0.0,0.2,12.337125599999998,Demo Category 01,Uncategorized
2026-07-12,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 002,7.5,0.0,8.08,0.9299999999999999,5.8999999999999995,6.56,0.0,0.0,0.0,1.19,0.625,58.412587375,Demo Category 01,Uncategorized
2026-07-12,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.0,2.1,demo search query 002,8.0,0.0,2.02,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,4.600575,Demo Category 01,Uncategorized
2026-07-12,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,2.1,demo search query 002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-12,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,2.1,demo search query 002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-13,https://demo.example.com/,/,205.32,2415.0,demo search query 040,2.345217391304348,0.08501863354037267,1093.83,806.31,600.62,879.8599999999999,13803.216003599999,4.2,50.92,606.9,0.4699907663896583,90.03347931763616,Demo Category 01,Transactional
2026-07-13,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.87,3.1500000000000004,demo search query 008,4.0,0.27619047619047615,1.01,0.0,1.18,0.82,0.0,0.0,0.76,2.38,1.0,47.559463,Demo Category 01,Uncategorized
2026-07-13,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 002,4.0,0.0,11.11,1.8599999999999999,8.26,10.66,0.0,0.0,0.0,7.14,0.6363636363636364,88.73316681818181,Demo Category 01,Uncategorized
2026-07-13,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.0,1.05,demo search query 002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-13,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,2.0,0.0,2.02,1.8599999999999999,1.18,0.82,0.0,0.0,0.0,0.0,0.5,24.282847500000003,Demo Category 01,Uncategorized
2026-07-13,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-13,https://demo.example.com/page-015,/vicco-monny-kurklu-erkek-okul-oncesi-saks-mavi-bot-p-941-p22k-235-05,0.0,1.05,demo search query 002,10.0,0.0,1.01,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-14,https://demo.example.com/,/,223.59,2332.05,demo search query 041,2.5884736605132823,0.09587701807422654,1051.41,783.9899999999999,631.3,844.5999999999999,17972.951986799995,7.56,74.48,846.0899999999999,0.5139289145052833,130.0417585504323,Demo Category 01,Transactional
2026-07-14,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 002,1.0,0.0,3.0300000000000002,0.0,1.18,4.92,0.0,0.0,0.0,1.19,0.3333333333333333,13.234631666666669,Demo Category 01,Uncategorized
2026-07-14,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 002,4.0,0.0,12.120000000000001,3.7199999999999998,7.08,7.38,0.0,0.0,0.76,7.14,0.5,185.94001108333336,Demo Category 01,Uncategorized
2026-07-14,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.0,1.05,demo search query 002,8.0,0.0,2.02,0.0,1.18,1.64,0.0,0.0,0.0,1.19,0.5,11.3369445,Demo Category 01,Uncategorized
2026-07-14,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,3.1500000000000004,demo search query 042,21.33333333333333,0.0,4.04,0.0,2.36,5.739999999999999,0.0,0.0,1.52,5.949999999999999,0.5,25.34110675,Demo Category 01,Uncategorized
2026-07-14,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,6.0,0.0,2.02,0.0,1.18,1.64,0.0,0.0,0.0,1.19,0.5,8.8698525,Demo Category 01,Uncategorized
2026-07-14,https://demo.example.com/page-015,/vicco-monny-kurklu-erkek-okul-oncesi-saks-mavi-bot-p-941-p22k-235-05,0.0,1.05,demo search query 002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-15,https://demo.example.com/,/,227.07,2507.4,demo search query 043,2.463986599664992,0.09055994256999282,1050.4,767.25,553.42,848.6999999999999,21802.4640516,5.88,45.6,565.25,0.4509615384615384,94.3614540903846,Demo Category 01,Transactional
2026-07-15,https://demo.example.com/page-002,/vicco-monaco-hafif-kiz-okul-oncesi-beyaz-pudra-sneaker-p-346-p24k-304-11114,0.0,1.05,demo search query 044,10.0,0.0,2.02,0.0,2.36,1.64,0.0,0.0,0.0,1.19,1.0,26.914021,Demo Category 01,Uncategorized
2026-07-15,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,3.5,0.0,3.0300000000000002,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,3.199393666666667,Demo Category 01,Uncategorized
2026-07-16,https://demo.example.com/,/,201.84,2295.3,demo search query 045,2.0608417200365965,0.08793621748791007,1090.8,784.92,619.5,874.9399999999999,7607.35203,2.52,54.72,702.1,0.4861111111111111,105.73748974814816,Demo Category 01,Transactional
2026-07-16,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 005,5.0,0.0,1.01,0.9299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516294,Demo Category 01,Uncategorized
2026-07-17,https://demo.example.com/,/,180.09,2152.5,demo search query 046,2.4302439024390243,0.08366550522648084,1001.92,757.9499999999999,566.4,806.88,11987.3400228,5.04,47.12,627.13,0.4838709677419355,108.56272634778225,Demo Category 01,Transactional
2026-07-17,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-17,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,4.2,demo search query 005,6.25,0.0,5.05,0.9299999999999999,3.54,4.92,0.0,0.0,0.0,2.38,0.6,25.170784,Demo Category 01,Uncategorized
2026-07-17,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 047,4.0,0.0,6.0600000000000005,0.9299999999999999,4.72,5.739999999999999,0.0,0.0,0.0,2.38,0.6666666666666666,45.16325116666667,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/,/,170.52,2237.55,demo search query 048,2.609572970436415,0.07620835288596903,901.9300000000001,669.5999999999999,512.12,729.8,7427.0400048,3.36,44.84,534.31,0.4860022396416573,95.30965772452409,Demo Category 01,Transactional
2026-07-18,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 013,5.0,0.0,8.08,2.79,2.36,4.1,0.0,0.0,0.0,2.38,0.25,30.95138,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/page-009,/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,0.0,1.05,demo search query 002,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 006,8.0,0.0,3.0300000000000002,0.0,1.18,2.46,0.0,0.0,0.76,1.19,0.3333333333333333,13.494889,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,2.1,demo search query 042,13.5,0.0,3.0300000000000002,0.9299999999999999,0.0,1.64,0.0,0.0,0.0,0.0,0.0,4.4628066666666655,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,10.0,0.0,5.05,0.9299999999999999,2.36,4.1,0.0,0.0,0.0,1.19,0.4,27.7738596,Demo Category 01,Uncategorized
2026-07-18,https://demo.example.com/page-015,/vicco-monny-kurklu-erkek-okul-oncesi-saks-mavi-bot-p-941-p22k-235-05,0.0,1.05,demo search query 002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/,/,175.74,2378.25,demo search query 049,3.0573951434878586,0.07389467045096185,913.04,663.0899999999999,518.02,754.4,19269.27603,5.88,50.92,622.37,0.4856194690265487,100.79107147455753,Demo Category 01,Transactional
2026-07-19,https://demo.example.com/page-005,/vicco-monno-basic-unisex-genc-bordo-sneaker-p-925-g24k-463-10,0.0,1.05,demo search query 050,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,3.1500000000000004,demo search query 008,1.0,0.0,1.01,0.0,1.18,1.64,0.0,0.0,0.0,2.38,1.0,87.091737,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 002,9.5,0.0,12.120000000000001,1.8599999999999999,5.8999999999999995,10.66,0.0,0.0,0.0,2.38,0.4166666666666667,271.38772975,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/page-012,/vicco-monny-kurklu-erkek-bebek-lacivert-bot-p-941-b22k-235-01,0.0,2.1,demo search query 002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,2.1,demo search query 002,3.0,0.0,4.04,0.0,2.36,4.1,0.0,0.0,0.76,4.76,0.5,125.8620355,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,7.0,0.0,2.02,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,4.3385045,Demo Category 01,Uncategorized
2026-07-19,https://demo.example.com/page-015,/vicco-monny-kurklu-erkek-okul-oncesi-saks-mavi-bot-p-941-p22k-235-05,0.0,1.05,demo search query 002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-20,https://demo.example.com/,/,207.06,2220.75,demo search query 051,2.6718676122931444,0.0932387706855792,1054.44,770.9699999999999,639.56,839.68,27444.0959436,9.24,59.28,738.99,0.5191570881226054,119.05233768295018,Demo Category 01,Transactional
2026-07-20,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,7.0,0.0,1.01,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,4.358927,Demo Category 01,Uncategorized
2026-07-20,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 005,7.0,0.0,11.11,2.79,7.08,9.02,0.0,0.0,0.0,8.33,0.5454545454545454,38.82658490909091,Demo Category 01,Uncategorized
2026-07-21,https://demo.example.com/,/,191.4,2244.9,demo search query 052,2.5631431244153413,0.08525992249097955,949.4,700.29,521.56,779.0,17381.736012,6.72,28.88,504.56,0.4702127659574468,103.02045173297871,Demo Category 01,Transactional
2026-07-21,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,1.05,demo search query 002,1.0,0.0,2.02,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,2.995486,Demo Category 01,Uncategorized
2026-07-21,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,1.05,demo search query 002,5.0,0.0,10.1,1.8599999999999999,4.72,9.02,0.0,0.0,3.04,5.949999999999999,0.4,55.61042570000001,Demo Category 01,Uncategorized
2026-07-21,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,1.05,demo search query 002,11.0,0.0,9.09,1.8599999999999999,5.8999999999999995,7.38,0.0,0.0,0.0,1.19,0.5555555555555556,147.85261711111113,Demo Category 01,Uncategorized
2026-07-21,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,8.0,0.0,2.02,0.0,2.36,3.28,0.0,0.0,0.0,0.0,1.0,33.255323,Demo Category 01,Uncategorized
2026-07-21,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,12.0,0.0,1.01,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,3.721478,Demo Category 01,Uncategorized
2026-07-22,https://demo.example.com/,/,169.65,2069.55,demo search query 053,3.495687468290208,0.08197434224831485,918.09,678.9,515.66,758.5,17851.943937599997,6.72,43.32,610.47,0.4807480748074808,141.74053459405943,Demo Category 01,Transactional
2026-07-22,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.87,2.1,demo search query 002,1.0,0.41428571428571426,2.02,0.0,1.18,2.46,0.0,0.0,0.76,1.19,0.5,12.317947,Demo Category 01,Uncategorized
2026-07-22,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,2.1,demo search query 002,5.0,0.0,12.120000000000001,3.7199999999999998,3.54,10.66,0.0,0.0,0.0,1.19,0.25,25.500324000000003,Demo Category 01,Uncategorized
2026-07-22,https://demo.example.com/page-011,/vicco-monny-baskili-kiz-ilk-adim-pudra-sneaker-p-950-e26y-190-114,0.0,2.1,demo search query 002,6.0,0.0,9.09,1.8599999999999999,7.08,5.739999999999999,0.0,0.0,0.0,4.76,0.6666666666666666,21.611443222222224,Demo Category 01,Uncategorized
2026-07-22,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,2.1,demo search query 002,4.5,0.0,4.04,0.0,1.18,3.28,0.0,0.0,0.76,2.38,0.25,12.81843825,Demo Category 01,Uncategorized
2026-07-22,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,1.05,demo search query 002,9.0,0.0,1.01,0.0,1.18,0.82,0.0,0.0,0.76,1.19,1.0,16.944038,Demo Category 01,Uncategorized
2026-07-23,https://demo.example.com/,/,175.74,2094.75,demo search query 054,3.0576441102756893,0.08389545291800932,875.67,652.8599999999999,520.38,689.62,12838.3199868,5.88,41.04,583.1,0.5086505190311419,126.60203998731258,Demo Category 01,Transactional
2026-07-23,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,3.1500000000000004,demo search query 008,1.6666666666666667,0.0,1.01,0.0,1.18,0.82,0.0,0.0,0.0,0.0,1.0,16.5421,Demo Category 01,Uncategorized
2026-07-23,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,3.1500000000000004,demo search query 008,6.666666666666667,0.0,11.11,2.79,5.8999999999999995,7.38,0.0,0.0,0.76,3.57,0.4545454545454545,26.559485545454542,Demo Category 01,Uncategorized
2026-07-23,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,1.74,2.1,demo search query 002,1.0,0.8285714285714285,3.0300000000000002,0.0,1.18,2.46,0.0,0.0,0.0,1.19,0.3333333333333333,11.265955,Demo Category 01,Uncategorized
2026-07-23,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,3.1500000000000004,demo search query 042,11.0,0.0,2.02,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,7.105095,Demo Category 01,Uncategorized
2026-07-23,https://demo.example.com/page-014,/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,0.0,2.1,demo search query 002,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-24,https://demo.example.com/,/,160.95,2175.6,demo search query 055,4.128378378378378,0.07397959183673469,902.94,664.9499999999999,558.14,724.06,24316.319982,10.08,38.0,579.53,0.529082774049217,137.76078581208054,Demo Category 01,Transactional
2026-07-24,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,2.1,demo search query 005,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-24,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 005,8.0,0.0,7.07,1.8599999999999999,5.8999999999999995,5.739999999999999,0.0,0.0,0.0,1.19,0.7142857142857143,213.27528385714285,Demo Category 01,Uncategorized
2026-07-25,https://demo.example.com/,/,180.96,2178.75,demo search query 056,2.60144578313253,0.08305679862306369,817.09,613.8,414.17999999999995,657.64,8158.919981999999,3.36,25.080000000000002,476.0,0.4338689740420272,95.98549334239804,Demo Category 01,Transactional
2026-07-26,https://demo.example.com/,/,200.1,2343.6,demo search query 057,2.8579749103942653,0.08538146441372248,824.16,613.8,448.4,722.42,10527.408058799998,5.04,32.68,487.9,0.4656862745098039,111.7447220747549,Demo Category 01,Transactional
2026-07-26,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,3.1500000000000004,demo search query 008,7.666666666666667,0.0,2.02,0.0,1.18,1.64,0.0,0.0,0.76,1.19,0.5,8.8471685,Demo Category 01,Uncategorized
2026-07-26,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,3.1500000000000004,demo search query 005,8.333333333333332,0.0,5.05,1.8599999999999999,2.36,4.92,1613.1960156,0.84,0.76,3.57,0.4,229.620485,Demo Category 01,Uncategorized
2026-07-26,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.0,1.05,demo search query 002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-26,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,7.0,0.0,1.01,0.0,1.18,0.82,0.0,0.0,0.0,0.0,1.0,14.444319,Demo Category 01,Uncategorized
2026-07-27,https://demo.example.com/,/,174.0,2394.0,demo search query 058,4.106578947368421,0.07268170426065163,934.25,710.52,552.24,747.8399999999999,17524.1639592,5.04,53.2,671.16,0.505945945945946,132.77247109621624,Demo Category 01,Transactional
2026-07-27,https://demo.example.com/page-006,/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,0.0,3.1500000000000004,demo search query 008,7.333333333333333,0.0,6.0600000000000005,1.8599999999999999,4.72,4.1,0.0,0.0,1.52,3.57,0.6666666666666666,166.81494033333334,Demo Category 01,Uncategorized
2026-07-27,https://demo.example.com/page-007,/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,0.0,5.25,demo search query 008,7.2,0.0,15.15,9.299999999999999,8.26,9.84,0.0,0.0,1.52,4.76,0.4666666666666667,51.71616226666667,Demo Category 01,Uncategorized
2026-07-27,https://demo.example.com/page-010,/vicco-monny-baskili-kiz-ilk-adim-beyaz-sneaker-p-950-e26y-190-11,0.87,1.05,demo search query 002,1.0,0.8285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demo Category 01,Uncategorized
2026-07-27,https://demo.example.com/page-013,/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,0.0,1.05,demo search query 002,6.0,0.0,5.05,0.0,4.72,6.56,0.0,0.0,0.0,2.38,0.8,23.1432398,Demo Category 01,Uncategorized
